,Type
4808,0
3329,0
3293,0
14283,1
12471,0
3845,0
5551,0
12296,0
8296,1
9932,1
1794,1
13929,1
5917,0
5024,0
1658,1
212,1
13658,1
13569,1
4419,0
17560,0
5193,0
8526,1
2166,1
3110,1
792,1
233,1
11347,0
10285,0
17366,0
209,1
11137,0
12664,0
4498,0
16817,1
2413,1
6598,0
12764,0
10513,0
834,1
9063,1
8074,1
10272,0
6035,0
1220,1
10240,0
6552,0
1387,1
2001,1
5609,0
4581,0
2523,1
11216,0
7259,1
16961,1
3078,1
7460,1
9844,1
4782,0
12801,0
4381,0
9526,1
10969,0
15641,1
7642,1
8067,1
6452,1
12725,0
2165,1
8809,1
17890,0
3803,0
9564,1
16229,1
11352,0
12110,0
17157,0
7637,1
15255,1
13902,1
1386,1
15560,1
12528,0
9620,1
10934,0
12134,0
3095,1
11187,0
3285,1
13185,0
10321,0
7847,1
1313,1
10182,0
8420,1
14212,1
15035,1
5072,0
10455,0
13043,0
11813,0
2269,1
14944,1
10210,0
13249,0
8598,1
14018,1
15929,1
13021,0
10608,0
10764,0
17606,0
12754,0
1541,1
13806,1
4607,0
13901,1
8434,1
7111,1
5538,0
4466,0
14134,1
9037,1
9284,1
9806,1
11402,0
13894,1
6123,0
8563,1
3771,0
1109,1
4655,0
13260,0
9230,1
8212,1
11162,0
15677,1
7095,1
9126,1
13692,1
9096,1
1737,1
13768,1
13265,0
561,1
16998,1
3345,0
9354,1
8314,1
16939,1
16294,1
58,1
11648,0
10962,0
8405,1
4179,0
10955,0
12741,0
15391,1
1649,1
4636,0
2510,1
938,1
395,1
17877,0
14193,1
11600,0
3870,0
17625,0
2907,1
13275,0
5993,0
12186,0
17196,0
4415,0
15266,1
13678,1
13406,0
16602,1
3949,0
17986,0
10528,0
2072,1
5822,0
10933,0
3513,0
10579,0
7964,1
17351,0
7482,1
15620,1
11225,0
766,1
12854,0
3782,0
14340,1
9336,1
17061,1
2860,1
1221,1
14942,1
4864,0
11728,0
10797,0
4924,0
4532,0
1672,1
11614,0
11816,0
4055,0
6952,1
14793,1
14505,1
13119,0
12361,0
16886,1
11345,0
9787,1
4317,0
17915,0
7385,1
5519,0
858,1
10610,0
4439,0
9033,1
15537,1
595,1
15390,1
7799,1
9186,1
1951,1
14441,1
12621,0
16778,1
12196,0
6944,1
7830,1
2513,1
6732,0
5559,0
17918,0
7860,1
16164,1
4700,0
2233,1
16981,1
7956,1
1176,1
10511,0
13099,0
10494,0
14420,1
14522,1
17284,0
12076,0
17111,1
4241,0
5424,0
7447,1
3401,0
7492,1
13240,0
1550,1
1009,1
16311,1
13988,1
5095,0
648,1
11735,0
4975,0
15133,1
13001,0
10665,0
8742,1
8169,1
10936,0
6860,1
14970,1
7027,1
16046,1
8699,1
211,1
16446,1
6343,0
1781,1
3543,0
1438,1
2868,1
2434,1
6830,1
4792,0
9420,1
13187,0
12315,0
6475,1
9506,1
12396,0
9753,1
11866,0
13294,0
12,0
9834,1
818,1
14660,1
8184,1
453,1
11930,0
17783,0
3457,0
15686,1
16871,1
14487,1
14774,1
940,1
2739,1
11359,0
15414,1
9930,1
12731,0
17649,0
4071,0
1400,1
7690,1
8222,1
16028,1
6363,0
5796,0
3677,0
15521,1
17856,0
11237,0
9610,1
11119,0
5188,0
11901,0
1108,1
15256,1
3229,1
10508,0
12560,0
15382,1
14380,1
5835,0
4326,0
12269,0
13632,1
2553,1
2686,1
1040,1
1563,1
14372,1
555,1
3071,1
4474,0
7529,1
10370,0
15807,1
12025,0
1416,1
11588,0
15193,1
13462,0
4601,0
9410,1
16064,1
7399,1
17376,0
14553,1
14633,1
8961,1
9870,1
17049,1
13538,1
15510,1
17449,0
9019,1
15764,1
28,1
355,1
9621,1
14753,1
14095,1
14427,1
16358,1
8524,1
5643,0
6865,1
11963,0
14460,1
3675,0
4224,0
964,1
6749,0
120,1
6794,1
4228,0
5579,0
328,1
4710,0
3281,1
2370,1
5522,0
2544,1
11032,0
13576,1
2178,1
4898,0
5153,0
1209,1
10537,0
14919,1
17880,0
3123,1
16016,1
12645,0
3766,0
17322,0
10018,1
15234,1
600,1
13396,0
4550,0
943,1
16286,1
10722,0
14792,1
12059,0
9314,1
12527,0
1561,1
15445,1
6213,0
13044,0
4541,0
1782,1
9986,1
1095,1
5544,0
16386,1
14197,1
16706,1
677,1
14807,1
1392,1
752,1
3737,0
2976,1
6694,0
3215,1
11860,0
1770,1
17259,0
13536,1
3022,1
5401,0
7856,1
6875,1
5191,0
4619,0
14664,1
13205,0
8719,1
11616,0
11027,0
8146,1
7968,1
4264,0
11176,0
6825,1
8113,1
701,1
6170,0
9778,1
8159,1
6870,1
4423,0
6862,1
6986,1
4868,0
9490,1
4376,0
12687,0
9544,1
2926,1
10711,0
9479,1
14619,1
17014,1
16363,1
4350,0
11545,0
3697,0
2013,1
14169,1
12016,0
5677,0
9985,1
11305,0
2147,1
8788,1
2705,1
13007,0
9699,1
12849,0
15738,1
810,1
5317,0
10995,0
312,1
2073,1
9730,1
15024,1
14644,1
7734,1
885,1
9669,1
1790,1
11070,0
3454,0
8874,1
3895,0
16117,1
11710,0
9859,1
8249,1
17182,0
8012,1
9939,1
14358,1
17004,1
12343,0
7925,1
1468,1
9608,1
470,1
2722,1
5419,0
10215,0
16679,1
11741,0
6041,0
2744,1
4569,0
16424,1
11760,0
14059,1
15716,1
4674,0
7456,1
9247,1
12176,0
14833,1
10501,0
6379,1
11242,0
14997,1
3876,0
1075,1
9307,1
3936,0
16705,1
14241,1
7141,1
4207,0
6713,0
9747,1
9644,1
2149,1
8511,1
10460,0
9485,1
74,1
12824,0
7339,1
10419,0
11638,0
13273,0
11532,0
16887,1
17160,0
16877,1
2509,1
7281,1
9244,1
13680,1
4067,0
9648,1
10949,0
16230,1
3145,1
11387,0
11847,0
13781,1
7926,1
15603,1
15978,1
540,1
4235,0
5507,0
15804,1
11770,0
754,1
13287,0
2542,1
6073,0
15207,1
5218,0
14515,1
13036,0
237,1
4271,0
5875,0
6657,0
100,1
10882,0
14413,1
12740,0
10005,1
5362,0
4766,0
7503,1
12295,0
8793,1
12696,0
1308,1
1582,1
17676,0
2431,1
1044,1
15455,1
9749,1
5009,0
16520,1
1487,1
7633,1
5795,0
5491,0
14031,1
618,1
3799,0
10556,0
1600,1
16433,1
17234,0
9807,1
1752,1
11584,0
2040,1
2083,1
7965,1
16615,1
546,1
6199,0
14333,1
12733,0
15020,1
5147,0
14897,1
8867,1
16513,1
6014,0
7169,1
175,1
17639,0
2208,1
15645,1
3787,0
11512,0
9318,1
13089,0
17634,0
16221,1
2441,1
10125,1
1322,1
1603,1
9945,1
8014,1
4065,0
1294,1
2000,1
14152,1
2063,1
1507,1
15002,1
1559,1
16954,1
5577,0
10628,0
15075,1
5611,0
11123,0
5335,0
9546,1
17729,0
4141,0
14585,1
3549,0
6016,0
6906,1
6720,0
1235,1
14012,1
11591,0
17077,1
2251,1
9217,1
15553,1
15725,1
15437,1
10114,1
15791,1
15294,1
14185,1
13552,1
17836,0
947,1
15503,1
10883,0
2970,1
11503,0
3885,0
17712,0
15405,1
11244,0
6697,0
10611,0
14990,1
7131,1
6058,0
1840,1
1564,1
3673,0
4311,0
4698,0
3320,0
5192,0
4468,0
4773,0
6575,0
14402,1
4709,0
847,1
10505,0
838,1
8740,1
7532,1
7759,1
4597,0
9609,1
5785,0
17495,0
604,1
11513,0
7225,1
2311,1
11914,0
11091,0
1982,1
8391,1
8677,1
5728,0
2823,1
4551,0
5336,0
4453,0
15658,1
3749,0
11875,0
8001,1
16305,1
13709,1
9079,1
524,1
16246,1
9139,1
8450,1
15823,1
16601,1
15902,1
122,1
4366,0
10146,1
10737,0
2302,1
16708,1
14992,1
5820,0
9197,1
10071,1
15465,1
8880,1
3055,1
3566,0
48,1
501,1
3185,1
11626,0
229,1
11832,0
2824,1
8772,1
14503,1
3007,1
4305,0
1074,1
11973,0
10684,0
7653,1
7210,1
2944,1
11942,0
14908,1
8638,1
4433,0
11978,0
4161,0
3117,1
17147,0
6878,1
15220,1
5322,0
11895,0
11191,0
2419,1
14734,1
14381,1
12077,0
17426,0
1017,1
14190,1
8540,1
7743,1
1928,1
16851,1
350,1
11444,0
223,1
6030,0
17489,0
17454,0
9179,1
12227,0
2500,1
12836,0
564,1
9774,1
13622,1
13190,0
12121,0
3385,0
3933,0
7959,1
2707,1
2790,1
3446,0
12247,0
3535,0
12852,0
17888,0
15606,1
7525,1
821,1
16716,1
8278,1
8273,1
13143,0
17415,0
9023,1
7645,1
12102,0
13640,1
2833,1
7406,1
11988,0
17245,0
8240,1
11823,0
12538,0
9979,1
13003,0
7768,1
14987,1
4095,0
2689,1
1189,1
9285,1
4845,0
5210,0
3990,0
8060,1
5676,0
14026,1
15954,1
14881,1
12825,0
11717,0
3880,0
14665,1
14371,1
17862,0
4934,0
15206,1
17333,0
7746,1
5235,0
3945,0
10121,1
2164,1
2886,1
10109,1
15918,1
17952,0
16591,1
10226,0
5666,0
172,1
639,1
11993,0
12921,0
16853,1
12375,0
5065,0
15195,1
14368,1
7435,1
12699,0
10024,1
12934,0
8919,1
17207,0
14412,1
9026,1
2486,1
9322,1
14000,1
17352,0
8257,1
15618,1
13546,1
2024,1
1872,1
354,1
5360,0
17035,1
12490,0
1164,1
16184,1
16941,1
3395,0
12370,0
3127,1
9694,1
13927,1
11326,0
9383,1
14167,1
4354,0
13222,0
12770,0
3587,0
10257,0
10185,0
324,1
7890,1
5171,0
5648,0
6743,0
14545,1
3209,1
16435,1
15963,1
4752,0
8879,1
2379,1
13880,1
8021,1
13702,1
6658,0
16703,1
8177,1
16123,1
4421,0
1101,1
10730,0
8609,1
8061,1
3250,1
3557,0
709,1
118,1
10214,0
4598,0
2042,1
7419,1
6130,0
12570,0
317,1
5315,0
14342,1
6606,0
17123,1
5003,0
6523,1
9573,1
4273,0
5739,0
16600,1
5470,0
5816,0
11747,0
87,1
7630,1
4163,0
3382,0
403,1
4911,0
9365,1
17684,0
6378,1
2241,1
17305,0
14469,1
15199,1
6310,0
9219,1
5517,0
2436,1
4689,0
13466,0
9470,1
10877,0
6856,1
12680,0
12873,0
6654,0
1425,1
5027,0
5281,0
12255,0
1502,1
9799,1
16776,1
678,1
6673,0
5851,0
7194,1
10095,1
11274,0
5053,0
1850,1
6522,1
1070,1
13529,1
6784,1
2772,1
3392,0
1099,1
15773,1
15467,1
418,1
12585,0
5819,0
11820,0
10139,1
15922,1
12194,0
17867,0
8400,1
11917,0
10960,0
4893,0
8720,1
8971,1
722,1
5176,0
10153,1
1860,1
16686,1
1687,1
8498,1
17236,0
1992,1
12959,0
13175,0
11799,0
11342,0
6117,0
3459,0
6567,0
17046,1
15025,1
9296,1
11711,0
15698,1
8949,1
5492,0
11535,0
14252,1
574,1
8449,1
15077,1
9232,1
15953,1
12912,0
3625,0
15839,1
17164,0
8695,1
15721,1
848,1
2248,1
5616,0
8564,1
17130,0
14161,1
8118,1
5303,0
4052,0
10861,0
17931,0
4076,0
997,1
4332,0
9368,1
551,1
16055,1
4372,0
3497,0
10804,0
10440,0
8032,1
1407,1
16604,1
13242,0
12766,0
693,1
5011,0
3443,0
9174,1
4175,0
4222,0
8283,1
14305,1
15073,1
17463,0
261,1
17428,0
5497,0
13017,0
4016,0
3626,0
15166,1
445,1
6752,0
5111,0
3555,0
14710,1
7338,1
3367,0
13231,0
2526,1
16240,1
14426,1
1168,1
4144,0
7892,1
8276,1
3149,1
880,1
6747,0
14049,1
7572,1
17666,0
1467,1
8154,1
17852,0
6537,1
452,1
4137,0
3039,1
4150,0
11212,0
11017,0
13631,1
579,1
6571,0
7467,1
14674,1
11778,0
16668,1
4157,0
6349,0
11466,0
14591,1
402,1
4428,0
10276,0
3057,1
10190,0
7060,1
164,1
13357,0
10390,0
3317,0
7865,1
11781,0
6851,1
1847,1
15759,1
1334,1
8779,1
17000,1
13707,1
8945,1
16860,1
6997,1
706,1
3491,0
4573,0
15336,1
7706,1
7054,1
5580,0
3151,1
6617,0
4784,0
4022,0
11817,0
9266,1
13326,0
13825,1
9118,1
12898,0
2429,1
246,1
3815,0
11472,0
9089,1
2262,1
10438,0
835,1
8624,1
1173,1
16561,1
6437,1
13435,0
11521,0
12786,0
5289,0
8098,1
13378,0
250,1
10577,0
7952,1
17873,0
7334,1
2793,1
16432,1
7795,1
16726,1
3407,0
8625,1
16818,1
7422,1
8963,1
1997,1
16477,1
12892,0
5629,0
4002,0
11592,0
4753,0
17174,0
13094,0
4196,0
9635,1
3681,0
3019,1
4310,0
7448,1
16930,1
3985,0
12143,0
9205,1
15995,1
2569,1
14292,1
4277,0
3666,0
8412,1
17966,0
2446,1
6821,1
17076,1
6520,1
16684,1
8959,1
3172,1
1223,1
544,1
1204,1
11959,0
8613,1
9257,1
7242,1
2637,1
8761,1
10945,0
1388,1
16334,1
16909,1
877,1
8388,1
98,1
4379,0
14303,1
3908,0
7688,1
11351,0
6496,1
16822,1
8447,1
17686,0
8075,1
6964,1
6479,1
4711,0
10619,0
14982,1
17132,0
2682,1
15897,1
2508,1
10845,0
15411,1
4314,0
12551,0
11306,0
5356,0
6639,0
5972,0
9436,1
3734,0
15785,1
7787,1
16733,1
1876,1
11932,0
5262,0
8446,1
5159,0
16437,1
12443,0
759,1
5481,0
654,1
5812,0
5288,0
2892,1
5636,0
9612,1
3044,1
8520,1
13542,1
13980,1
7318,1
6159,0
13627,1
6022,0
5092,0
16969,1
12681,0
1131,1
3659,0
16398,1
9465,1
2663,1
17307,0
5378,0
10012,1
9554,1
5533,0
4,0
14630,1
1927,1
10781,0
15939,1
10379,0
2880,1
5839,0
3381,0
9494,1
11719,0
4957,0
14198,1
5720,0
12796,0
942,1
3235,1
3257,1
15095,1
14768,1
8368,1
8627,1
17775,0
308,1
1565,1
6727,0
2135,1
11775,0
16967,1
11509,0
12325,0
16352,1
15920,1
7393,1
2276,1
7072,1
16029,1
17042,1
2623,1
12810,0
8534,1
17382,0
231,1
8371,1
15916,1
737,1
2838,1
11297,0
8216,1
17433,0
11674,0
13204,0
5705,0
11304,0
9513,1
5935,0
10187,0
6495,1
755,1
12525,0
17519,0
8119,1
8992,1
15094,1
13610,1
6200,0
12706,0
69,1
5367,0
8084,1
5682,0
17330,0
16031,1
1680,1
14202,1
15940,1
9661,1
5961,0
2603,1
7868,1
13263,0
15491,1
12010,0
8669,1
17452,0
2283,1
3732,0
9045,1
12870,0
8943,1
17543,0
13264,0
17821,0
14020,1
6620,0
11264,0
5127,0
13940,1
16678,1
1545,1
739,1
15301,1
14742,1
6984,1
6795,1
3518,0
10546,0
4732,0
773,1
865,1
8521,1
5200,0
15789,1
641,1
13402,0
11400,0
3203,1
7288,1
5204,0
9057,1
17907,0
13215,0
6923,1
3840,0
13800,1
15949,1
14796,1
6665,0
13950,1
16948,1
3309,0
10358,0
363,1
3723,0
7670,1
4726,0
15652,1
2940,1
471,1
1641,1
16972,1
16125,1
11243,0
1172,1
12499,0
6085,0
9602,1
16786,1
13038,0
3364,0
15926,1
11076,0
1410,1
15010,1
6666,0
8634,1
815,1
6500,1
7322,1
2131,1
1797,1
7727,1
4575,0
5190,0
8167,1
3122,1
5365,0
4275,0
523,1
3089,1
16980,1
18034,0
12783,0
5253,0
16211,1
1532,1
11199,0
2831,1
8269,1
9727,1
7489,1
16109,1
15240,1
11289,0
1299,1
6273,0
5499,0
12271,0
14272,1
9294,1
16005,1
1480,1
1601,1
10151,1
5091,0
7067,1
14034,1
16452,1
15012,1
3661,0
15003,1
8747,1
4825,0
9355,1
5680,0
397,1
15508,1
2506,1
13101,0
13196,0
3010,1
13603,1
723,1
300,1
3192,1
14323,1
7328,1
10872,0
4185,0
2713,1
12303,0
17142,0
14938,1
4582,0
17228,0
7367,1
15973,1
12153,0
2511,1
7433,1
16379,1
9344,1
6965,1
1212,1
7055,1
10892,0
2349,1
9261,1
14547,1
11501,0
14349,1
5427,0
12550,0
14587,1
8857,1
7216,1
5994,0
8834,1
3767,0
4272,0
17765,0
11105,0
786,1
12542,0
11879,0
13736,1
7853,1
17018,1
15090,1
2905,1
4626,0
11263,0
996,1
15299,1
154,1
7246,1
6250,0
12133,0
8055,1
17643,0
5523,0
13713,1
7505,1
8926,1
156,1
13113,0
3085,1
13873,1
1552,1
14458,1
12932,0
495,1
2321,1
912,1
17752,0
8777,1
151,1
13248,0
13967,1
13630,1
1738,1
3001,1
9309,1
12313,0
6961,1
17172,0
2883,1
3720,0
7127,1
13939,1
10235,0
888,1
5471,0
3201,1
12896,0
10468,0
4823,0
4704,0
343,1
4136,0
14398,1
3188,1
4522,0
2223,1
13102,0
2121,1
6858,1
13827,1
12644,0
12863,0
15737,1
16555,1
10252,0
7366,1
16285,1
4734,0
16617,1
1465,1
4593,0
16917,1
3565,0
5840,0
283,1
17421,0
6175,0
13697,1
8911,1
4151,0
17760,0
11980,0
10313,0
7376,1
11378,0
17436,0
8861,1
12798,0
3161,1
2630,1
15808,1
3174,1
13321,0
15870,1
1203,1
6413,1
13787,1
616,1
10118,1
3114,1
10833,0
16169,1
15482,1
7481,1
16322,1
14010,1
2728,1
14861,1
15835,1
10318,0
16787,1
15067,1
1357,1
12730,0
7798,1
8997,1
15409,1
7776,1
1590,1
17804,0
3140,1
5338,0
15642,1
16846,1
15599,1
547,1
7118,1
15449,1
6937,1
26,0
1067,1
3918,0
6604,0
5529,0
6678,0
5398,0
11507,0
8081,1
9413,1
17825,0
10740,0
17594,0
437,1
11968,0
17263,0
5269,0
1861,1
10891,0
13896,1
8316,1
10673,0
9225,1
1,0
2706,1
17297,0
8518,1
5325,0
10691,0
9196,1
6957,1
15369,1
5966,0
11975,0
12142,0
4011,0
3462,0
534,1
16973,1
585,1
14146,1
11598,0
16527,1
13487,0
8683,1
9743,1
15246,1
9088,1
11401,0
6464,1
10148,1
15660,1
17459,0
1916,1
17609,0
9697,1
8107,1
8082,1
1910,1
17078,1
17882,0
1133,1
12979,0
10710,0
14348,1
1317,1
4368,0
8313,1
15279,1
10641,0
11520,0
7325,1
6080,0
16186,1
2601,1
6568,0
14765,1
2173,1
3605,0
6429,1
15991,1
7995,1
9142,1
3768,0
5077,0
8274,1
9599,1
4631,0
11658,0
240,1
17371,0
10771,0
11224,0
10930,0
7602,1
11417,0
1867,1
11727,0
17975,0
11642,0
2521,1
13124,0
1820,1
2410,1
8243,1
6637,0
5187,0
13369,0
4565,0
7942,1
16415,1
6391,1
2118,1
10050,1
3779,0
16842,1
4961,0
2809,1
498,1
918,1
13329,0
8617,1
4284,0
13557,1
11947,0
228,1
13744,1
13022,0
2741,1
9271,1
12642,0
11113,0
6001,0
5718,0
13596,1
5583,0
16624,1
7867,1
11603,0
1128,1
12895,0
15209,1
10400,0
13850,1
10298,0
1706,1
7450,1
3153,1
10364,0
14054,1
14228,1
512,1
6240,0
7104,1
10566,0
9824,1
12578,0
10490,0
17840,0
11560,0
2721,1
7445,1
7893,1
7509,1
15237,1
8042,1
11720,0
12162,0
13928,1
16195,1
13420,0
13587,1
13769,1
14479,1
13212,0
9053,1
13278,0
6054,0
13439,0
16232,1
2550,1
17059,1
7440,1
16913,1
6768,0
13478,0
2681,1
6449,1
13791,1
1045,1
2644,1
4435,0
4487,0
2061,1
4645,0
9112,1
11004,0
3775,0
16832,1
5596,0
17470,0
10741,0
9297,1
7265,1
12572,0
15511,1
4174,0
16061,1
9216,1
16518,1
15957,1
16754,1
10143,1
17141,0
8543,1
15930,1
983,1
13532,1
5480,0
15666,1
4797,0
12814,0
3662,0
17353,0
10486,0
6947,1
4657,0
6414,1
14176,1
3150,1
12498,0
16188,1
4813,0
9265,1
5969,0
2939,1
1340,1
1391,1
14174,1
7437,1
12301,0
8802,1
16043,1
14679,1
12011,0
6146,0
9775,1
1412,1
2256,1
14772,1
14317,1
6120,0
2212,1
5603,0
10814,0
8881,1
6004,0
5417,0
4938,0
3624,0
3158,1
4267,0
9158,1
463,1
1754,1
12263,0
12009,0
6380,1
3829,0
378,1
11298,0
13307,0
1335,1
17786,0
2716,1
12785,0
16745,1
13679,1
17189,0
12904,0
10003,1
6322,0
16597,1
13029,0
1894,1
9399,1
4661,0
12888,0
7769,1
7090,1
6221,0
12166,0
9381,1
13336,0
12410,0
7037,1
13779,1
11469,0
17482,0
12608,0
11511,0
17198,0
14865,1
3992,0
6691,0
15315,1
1030,1
9164,1
2220,1
9488,1
15448,1
17350,0
9947,1
3793,0
14586,1
13961,1
4327,0
16738,1
8302,1
17603,0
15549,1
7686,1
5731,0
2917,1
5586,0
16017,1
6326,0
1515,1
17578,0
11278,0
2371,1
3432,0
2263,1
4479,0
4239,0
16698,1
1390,1
893,1
1490,1
16690,1
10042,1
12846,0
8516,1
9407,1
2933,1
16890,1
10937,0
17829,0
1129,1
731,1
11110,0
3084,1
7297,1
4588,0
2795,1
8979,1
7601,1
798,1
6232,0
734,1
12124,0
2244,1
178,1
1174,1
15813,1
10023,1
9830,1
790,1
16036,1
17316,0
16474,1
198,1
17385,0
7675,1
548,1
3339,0
13957,1
12215,0
7465,1
16577,1
11573,0
10506,0
14732,1
16428,1
7533,1
66,1
4712,0
5214,0
15996,1
5033,0
13524,1
2572,1
13625,1
14352,1
622,1
16453,1
6222,0
787,1
3332,0
17727,0
6008,0
14074,1
8334,1
16936,1
12451,0
14497,1
14391,1
11570,0
515,1
478,1
4476,0
9971,1
10839,0
16376,1
15344,1
6899,1
12953,0
1033,1
17402,0
2598,1
1514,1
6191,0
14498,1
7237,1
5753,0
13502,0
16795,1
8236,1
8536,1
5521,0
1462,1
7915,1
1871,1
13391,0
16287,1
7209,1
9856,1
11080,0
13750,1
7349,1
4623,0
12574,0
4818,0
220,1
9953,1
16511,1
11389,0
16777,1
2476,1
4248,0
15260,1
17518,0
10941,0
16578,1
6487,1
12522,0
10099,1
14493,1
12926,0
5650,0
17255,0
14418,1
8052,1
17339,0
2881,1
1677,1
11880,0
6060,0
901,1
15239,1
7164,1
2296,1
11734,0
8488,1
9713,1
11987,0
11651,0
8219,1
14763,1
6772,0
11440,0
15799,1
7257,1
2580,1
7966,1
2156,1
16115,1
9562,1
17929,0
10586,0
13004,0
12715,0
5254,0
681,1
4530,0
3159,1
14507,1
2987,1
4908,0
1882,1
11549,0
1940,1
3296,0
3534,0
5974,0
3729,0
490,1
5708,0
1181,1
1375,1
5014,0
626,1
4758,0
10304,0
13762,1
15800,1
14608,1
14623,1
4180,0
15085,1
12203,0
16411,1
2887,1
8876,1
4539,0
14255,1
6671,0
6453,1
9211,1
1366,1
2639,1
1191,1
5602,0
17195,0
5730,0
7204,1
5296,0
13780,1
17785,0
2938,1
16722,1
16852,1
8890,1
10171,1
5979,0
4534,0
13458,0
10065,1
11538,0
7669,1
7607,1
16721,1
12445,0
13093,0
14952,1
10472,0
15861,1
11665,0
17816,0
6681,0
5428,0
14743,1
5266,0
14053,1
3510,0
1784,1
11374,0
7116,1
494,1
12085,0
10046,1
11687,0
11052,0
2038,1
4041,0
9281,1
2897,1
8558,1
9041,1
16390,1
13083,0
15312,1
12381,0
2653,1
16953,1
9733,1
16928,1
11161,0
8514,1
2031,1
5089,0
813,1
7235,1
15703,1
10971,0
6280,0
4206,0
1079,1
2226,1
15583,1
17290,0
10897,0
14914,1
13932,1
9356,1
3261,1
5649,0
11288,0
9642,1
3862,0
2936,1
14979,1
7080,1
3917,0
9709,1
16270,1
15729,1
305,1
4056,0
17629,0
2999,1
12695,0
9837,1
1231,1
9706,1
2313,1
9643,1
15705,1
13664,1
3496,0
4321,0
9829,1
9030,1
2062,1
6470,1
17987,0
7500,1
6477,1
3899,0
17850,0
3567,0
11458,0
5452,0
11279,0
8022,1
556,1
9906,1
15817,1
4270,0
8531,1
16709,1
4086,0
6663,0
12943,0
16243,1
13560,1
588,1
3365,0
2670,1
5515,0
18006,0
8220,1
2395,1
5506,0
10094,1
2170,1
924,1
8134,1
12405,0
9081,1
11514,0
17535,0
11706,0
16488,1
3124,1
5673,0
2774,1
7620,1
6559,0
16645,1
9145,1
8456,1
9846,1
12832,0
17507,0
9627,1
5798,0
5982,0
5882,0
9782,1
11348,0
11448,0
15079,1
17008,1
15212,1
2181,1
14893,1
1473,1
6103,0
15116,1
11459,0
9082,1
17458,0
9401,1
11891,0
421,1
9963,1
9898,1
9350,1
2306,1
8465,1
171,1
3956,0
5606,0
5811,0
8462,1
11380,0
1725,1
8938,1
13589,1
9756,1
9974,1
9035,1
17496,0
13909,1
904,1
3494,0
8346,1
12942,0
7797,1
9739,1
7396,1
6089,0
2080,1
7928,1
14925,1
7933,1
12978,0
9316,1
13097,0
14200,1
9927,1
7211,1
4677,0
6533,1
5209,0
2646,1
10073,1
15273,1
10622,0
14601,1
13129,0
15104,1
15685,1
6365,0
15434,1
2155,1
14572,1
7370,1
1301,1
7837,1
3715,0
8111,1
14593,1
4399,0
3622,0
4516,0
11294,0
7354,1
8750,1
12302,0
10767,0
1436,1
507,1
5275,0
10061,1
5663,0
5402,0
5930,0
8947,1
2339,1
13115,0
4386,0
15539,1
10310,0
7680,1
17592,0
17808,0
8693,1
643,1
17818,0
1539,1
9121,1
1211,1
14707,1
2560,1
8864,1
6106,0
11569,0
5615,0
390,1
1464,1
1192,1
10064,1
3590,0
12897,0
6360,0
14808,1
8697,1
16259,1
6719,0
506,1
10857,0
14781,1
12292,0
12368,0
12791,0
1773,1
13592,1
272,1
16317,1
8989,1
3618,0
2381,1
11021,0
7008,1
9269,1
920,1
4633,0
8504,1
746,1
7707,1
3569,0
8982,1
10668,0
14690,1
11611,0
10762,0
8557,1
6448,1
5599,0
16326,1
10355,0
14643,1
14365,1
8572,1
16137,1
9484,1
1912,1
12245,0
599,1
3892,0
5540,0
1652,1
13079,0
8106,1
1893,1
14831,1
17512,0
11587,0
13382,0
6502,1
4362,0
262,1
375,1
1966,1
3957,0
1466,1
5696,0
1243,1
8105,1
16097,1
12160,0
941,1
13775,1
9663,1
3346,0
2657,1
11045,0
10905,0
17866,0
14691,1
5326,0
13033,0
6578,0
2799,1
4306,0
14470,1
15367,1
7244,1
298,1
9241,1
16316,1
3823,0
13206,0
7977,1
11463,0
2035,1
4039,0
10450,0
13035,0
10164,1
14344,1
10291,0
1499,1
3512,0
17982,0
8844,1
8362,1
6828,1
7130,1
14699,1
12674,0
4085,0
242,1
3144,1
1644,1
7371,1
12567,0
5594,0
10948,0
14981,1
13668,1
5231,0
2076,1
4103,0
7493,1
9043,1
5968,0
8320,1
15783,1
10297,0
3966,0
13823,1
17876,0
17517,0
12456,0
6754,0
13227,0
12125,0
16505,1
4078,0
7754,1
8832,1
9462,1
2778,1
4603,0
4932,0
1985,1
3861,0
7774,1
11672,0
9726,1
325,1
10530,0
7891,1
6394,1
16540,1
4054,0
2237,1
5229,0
4571,0
8976,1
7454,1
1268,1
864,1
4942,0
2253,1
6010,0
6911,1
13876,1
6998,1
371,1
14320,1
15122,1
7940,1
609,1
4651,0
16564,1
8872,1
17041,1
15593,1
5919,0
15018,1
2364,1
11405,0
7766,1
7148,1
9103,1
10635,0
3789,0
14590,1
12006,0
5581,0
12280,0
11367,0
15878,1
5060,0
9615,1
4218,0
8044,1
8671,1
662,1
14278,1
13533,1
11180,0
9311,1
2776,1
4535,0
13473,0
17746,0
7189,1
16434,1
12933,0
5573,0
6135,0
4427,0
10553,0
5247,0
13836,1
3981,0
9943,1
7825,1
11085,0
2669,1
3977,0
13666,1
279,1
14813,1
14101,1
8718,1
7452,1
5197,0
9886,1
17081,1
11671,0
17457,0
4155,0
13465,0
4883,0
5807,0
3809,0
14425,1
10079,1
8713,1
12276,0
4683,0
13562,1
5543,0
14300,1
11864,0
5593,0
10401,0
14419,1
13408,0
6897,1
4563,0
8376,1
16420,1
12539,0
1269,1
2350,1
8745,1
9589,1
